-81.2030386073874,-30,45,0
-81.2030386073874,-30,35,0
-81.2030386073874,-10.3052534206121,35,2
-81.2030386073874,9.38949315877573,35,4
-81.2030386073874,29.0842397381636,35,6
-69.2576934520077,14.9297569737976,35,8
-56.8966138871617,-0.402782112011286,35,10
-44.5355343223158,-15.7353211978202,35,12
-32.9281225835586,-28.9322103913529,35,14
-32.9281225835586,-9.23746381196498,35,16
-32.9281225835586,10.4572827674229,35,18
-32.9281225835586,30.1520293468108,35,20
-32.9281225835586,30.1520293468108,45,0
20.4967071443153,29.068838809054,45,0
20.4967071443153,29.068838809054,35,0
0.973155077756795,29.068838809054,35,2
-18.5503969888017,29.068838809054,35,4
-20.0930639119821,11.2037885334435,35,6
-11.0591681532467,0.646118537855784,35,8
5.06281570562507,0.646118537855784,35,10
-14.4607363609334,0.646118537855784,35,12
-20.1091299075522,-13.3130856180425,35,14
-17.1441440890721,-29.7719559797839,35,16
2.37940797748648,-29.7719559797839,35,18
21.902960044045,-29.7719559797839,35,20
21.902960044045,-29.7719559797839,45,0
40.3235646724775,29.4742442144594,45,0
40.3235646724775,29.4742442144594,35,0
40.3235646724775,23.5268197930134,35,2
40.3235646724775,17.5793953715675,35,4
40.3235646724775,11.6319709501216,35,6
40.3235646724775,5.68454652867561,35,8
40.3235646724775,-0.262877892770319,35,10
40.3235646724775,-6.21030231421626,35,12
40.3235646724775,-12.1577267356622,35,14
40.3235646724775,-18.1051511571081,35,16
40.3235646724775,-24.0525755785541,35,18
40.3235646724775,-30,35,20
40.3235646724775,-30,45,0
58.307097301009,29.562928000099,45,0
58.307097301009,29.562928000099,35,0
58.3070973010089,19.8762726333566,35,2
58.307097301009,10.1896172666143,35,4
58.307097301009,0.502961899871957,35,6
58.307097301009,-9.18369346687039,35,8
58.307097301009,-18.8703488336127,35,10
58.307097301009,-28.5570042003551,35,12
66.4177373757369,-30.1330194923695,35,14
76.1043927424792,-30.1330194923695,35,16
85.7910481092216,-30.1330194923695,35,18
95.4777034759639,-30.1330194923695,35,20
95.4777034759639,-30.1330194923695,45,0
0,0,0,0
